invoice_no,customer_id,gender,age,category,quantity,total_price,payment_method,Order Date,Month,Year,shopping_mall
I179719,C306330,Female,26,Cosmetics,2,81.32,Cash,17-Jun-22,June,2022,Mall of Istanbul
I249552,C143595,Female,57,Clothing,4,1200.32,Cash,18-Jun-22,June,2022,Zorlu Center
I380830,C484681,Male,63,Clothing,4,1200.32,Credit Card,19-Jun-22,June,2022,Metrocity
I114843,C102515,Female,28,Shoes,4,2400.68,Cash,20-Jun-22,June,2022,Mall of Istanbul
I509775,C265780,Female,59,Clothing,4,1200.32,Cash,21-Jun-22,June,2022,Kanyon
I298023,C828402,Male,64,Food & Beverage,1,5.23,Cash,22-Jun-22,June,2022,Viaport Outlet
I314226,C237366,Male,67,Food & Beverage,3,15.69,Debit Card,23-Jun-22,June,2022,Mall of Istanbul
I211007,C181184,Male,56,Clothing,1,300.08,Cash,24-Jun-22,June,2022,Istinye Park
I139026,C153137,Female,65,Shoes,1,600.17,Cash,25-Jun-22,June,2022,Zorlu Center
I140955,C291291,Female,24,Food & Beverage,3,15.69,Cash,26-Jun-22,June,2022,Emaar Square Mall
I234104,C319696,Male,43,Cosmetics,1,40.66,Cash,27-Jun-22,June,2022,Metrocity
I797149,C225949,Female,28,Toys,5,179.2,Cash,28-Jun-22,June,2022,Metrocity
I216047,C391248,Female,37,Clothing,1,300.08,Cash,29-Jun-22,June,2022,Cevahir AVM
I833963,C137362,Female,18,Clothing,4,1200.32,Credit Card,30-Jun-22,June,2022,Kanyon
I213268,C136682,Female,63,Shoes,1,600.17,Cash,1-Jul-22,July,2022,Metrocity
I807712,C315726,Female,37,Shoes,1,600.17,Cash,2-Jul-22,July,2022,Metropol AVM
I263829,C118571,Female,46,Toys,5,179.2,Cash,3-Jul-22,July,2022,Kanyon
I197447,C770626,Female,18,Food & Beverage,1,5.23,Debit Card,4-Jul-22,July,2022,Mall of Istanbul
I222463,C243451,Female,36,Clothing,1,300.08,Cash,5-Jul-22,July,2022,Viaport Outlet
I875529,C353540,Male,20,Food & Beverage,5,26.15,Cash,6-Jul-22,July,2022,Mall of Istanbul
I443994,C480991,Male,66,Food & Beverage,5,26.15,Credit Card,7-Jul-22,July,2022,Kanyon
I128638,C162398,Female,34,Food & Beverage,4,20.92,Cash,8-Jul-22,July,2022,Metropol AVM
I526892,C101261,Female,31,Cosmetics,5,203.3,Debit Card,9-Jul-22,July,2022,Zorlu Center
I160932,C232859,Female,59,Clothing,2,600.16,Credit Card,10-Jul-22,July,2022,Emaar Square Mall
I278211,C297801,Female,24,Clothing,2,600.16,Debit Card,11-Jul-22,July,2022,Mall of Istanbul
I232117,C336156,Female,39,Shoes,1,600.17,Credit Card,12-Jul-22,July,2022,Kanyon
I469490,C122011,Female,58,Cosmetics,5,203.3,Credit Card,13-Jul-22,July,2022,Kanyon
I677367,C811884,Female,37,Shoes,5,3000.85,Credit Card,14-Jul-22,July,2022,Emaar Square Mall
I360069,C191489,Female,39,Shoes,2,1200.34,Cash,15-Jul-22,July,2022,Viaport Outlet
I677787,C160706,Female,46,Clothing,5,1500.4,Credit Card,16-Jul-22,July,2022,Metrocity
I186360,C159205,Female,40,Cosmetics,5,203.3,Credit Card,17-Jul-22,July,2022,Forum Istanbul
I159210,C901974,Male,22,Cosmetics,2,81.32,Cash,18-Jul-22,July,2022,Metrocity
I267759,C273323,Male,48,Technology,4,4200,Cash,19-Jul-22,July,2022,Kanyon
I133928,C217716,Female,51,Food & Beverage,4,20.92,Cash,20-Jul-22,July,2022,Mall of Istanbul
I139530,C572091,Female,38,Food & Beverage,2,10.46,Cash,21-Jul-22,July,2022,Kanyon
I155338,C222040,Female,45,Food & Beverage,5,26.15,Debit Card,22-Jul-22,July,2022,Metrocity
I106470,C293605,Male,35,Toys,2,71.68,Cash,23-Jul-22,July,2022,Metropol AVM
I175718,C182693,Female,62,Cosmetics,1,40.66,Debit Card,24-Jul-22,July,2022,Viaport Outlet
I766238,C166142,Female,34,Cosmetics,4,162.64,Cash,25-Jul-22,July,2022,Mall of Istanbul
I339994,C233561,Male,36,Cosmetics,1,40.66,Cash,26-Jul-22,July,2022,Forum Istanbul
I213491,C337721,Female,23,Toys,4,143.36,Debit Card,27-Jul-22,July,2022,Istinye Park
I491239,C157128,Female,37,Cosmetics,2,81.32,Debit Card,28-Jul-22,July,2022,Viaport Outlet
I149830,C298828,Female,53,Clothing,3,900.24,Credit Card,29-Jul-22,July,2022,Kanyon
I104473,C202633,Female,27,Clothing,5,1500.4,Debit Card,30-Jul-22,July,2022,Istinye Park
I504418,C182302,Female,22,Food & Beverage,4,20.92,Credit Card,31-Jul-22,July,2022,Kanyon
I155694,C430931,Female,46,Cosmetics,3,121.98,Cash,1-Aug-22,August,2022,Metropol AVM
I260419,C327137,Male,38,Technology,4,4200,Credit Card,2-Aug-22,August,2022,Metropol AVM
I287965,C171377,Female,34,Food & Beverage,5,26.15,Cash,3-Aug-22,August,2022,Mall of Istanbul
I652436,C251786,Female,55,Souvenir,2,23.46,Cash,4-Aug-22,August,2022,Istinye Park
I870519,C437904,Female,22,Clothing,4,1200.32,Cash,5-Aug-22,August,2022,Mall of Istanbul
I224038,C192357,Male,26,Clothing,1,300.08,Debit Card,6-Aug-22,August,2022,Istinye Park
I170927,C249994,Female,37,Cosmetics,3,121.98,Credit Card,7-Aug-22,August,2022,Metrocity
I582909,C314945,Female,61,Clothing,5,1500.4,Cash,8-Aug-22,August,2022,Viaport Outlet
I153766,C207391,Female,67,Clothing,2,600.16,Cash,9-Aug-22,August,2022,Kanyon
I269050,C138767,Male,69,Clothing,4,1200.32,Cash,10-Aug-22,August,2022,Viaport Outlet
I250253,C817202,Female,27,Shoes,2,1200.34,Debit Card,11-Aug-22,August,2022,Emaar Square Mall
I136804,C769179,Female,26,Cosmetics,5,203.3,Cash,12-Aug-22,August,2022,Istinye Park
I136504,C758807,Female,30,Souvenir,5,58.65,Debit Card,13-Aug-22,August,2022,Mall of Istanbul
I194113,C271813,Female,69,Souvenir,2,23.46,Credit Card,14-Aug-22,August,2022,Emaar Square Mall
I622329,C304924,Male,39,Shoes,3,1800.51,Debit Card,15-Aug-22,August,2022,Mall of Istanbul
I250385,C312568,Female,43,Clothing,2,600.16,Cash,16-Aug-22,August,2022,Metrocity
I282695,C266377,Female,38,Clothing,3,900.24,Credit Card,17-Aug-22,August,2022,Kanyon
I206642,C289260,Female,36,Cosmetics,3,121.98,Debit Card,18-Aug-22,August,2022,Zorlu Center
I245988,C151503,Female,61,Cosmetics,5,203.3,Credit Card,19-Aug-22,August,2022,Metrocity
I264264,C615393,Female,56,Technology,5,5250,Credit Card,20-Aug-22,August,2022,Zorlu Center
I253061,C205984,Male,58,Shoes,1,600.17,Credit Card,21-Aug-22,August,2022,Metropol AVM
I141939,C224857,Male,66,Food & Beverage,4,20.92,Cash,22-Aug-22,August,2022,Metropol AVM
I179672,C235663,Male,38,Food & Beverage,3,15.69,Cash,23-Aug-22,August,2022,Metropol AVM
I283507,C268455,Female,64,Clothing,3,900.24,Debit Card,24-Aug-22,August,2022,Mall of Istanbul
I485162,C475080,Male,64,Clothing,2,600.16,Credit Card,25-Aug-22,August,2022,Mall of Istanbul
I138219,C338671,Female,21,Clothing,3,900.24,Cash,26-Aug-22,August,2022,Cevahir AVM
I369631,C606472,Female,45,Clothing,3,900.24,Cash,27-Aug-22,August,2022,Istinye Park
I285013,C424443,Male,31,Technology,2,2100,Credit Card,28-Aug-22,August,2022,Metrocity
I288639,C181284,Male,37,Clothing,4,1200.32,Cash,29-Aug-22,August,2022,Forum Istanbul
I145668,C184744,Male,31,Toys,3,107.52,Credit Card,30-Aug-22,August,2022,Mall of Istanbul
I203772,C271031,Female,63,Clothing,4,1200.32,Cash,31-Aug-22,August,2022,Forum Istanbul
I280961,C932517,Female,26,Clothing,2,600.16,Debit Card,1-Sep-22,September,2022,Kanyon
I224642,C581271,Male,46,Food & Beverage,4,20.92,Credit Card,2-Sep-22,September,2022,Metrocity
I192290,C850866,Female,31,Clothing,2,600.16,Credit Card,3-Sep-22,September,2022,Mall of Istanbul
I118084,C264819,Female,60,Clothing,5,1500.4,Cash,4-Sep-22,September,2022,Cevahir AVM
I272181,C279559,Female,23,Clothing,2,600.16,Credit Card,5-Sep-22,September,2022,Kanyon
I278920,C162008,Female,59,Clothing,2,600.16,Credit Card,6-Sep-22,September,2022,Cevahir AVM
I187920,C475377,Female,44,Cosmetics,2,81.32,Debit Card,7-Sep-22,September,2022,Metrocity
I328192,C198094,Female,54,Food & Beverage,1,5.23,Credit Card,8-Sep-22,September,2022,Kanyon
I953657,C838623,Male,55,Clothing,5,1500.4,Debit Card,9-Sep-22,September,2022,Kanyon
I226372,C853154,Male,50,Shoes,4,2400.68,Cash,10-Sep-22,September,2022,Zorlu Center
I130494,C291802,Female,36,Souvenir,2,23.46,Debit Card,11-Sep-22,September,2022,Mall of Istanbul
I237041,C206443,Male,33,Shoes,5,3000.85,Cash,12-Sep-22,September,2022,Metrocity
I182523,C164988,Male,18,Cosmetics,2,81.32,Cash,13-Sep-22,September,2022,Metropol AVM
I307391,C218830,Female,54,Souvenir,2,23.46,Credit Card,14-Sep-22,September,2022,Mall of Istanbul
I253364,C172917,Male,46,Cosmetics,3,121.98,Debit Card,15-Sep-22,September,2022,Mall of Istanbul
I123565,C127847,Male,38,Food & Beverage,2,10.46,Credit Card,16-Sep-22,September,2022,Emaar Square Mall
I267637,C771924,Female,39,Cosmetics,2,81.32,Credit Card,17-Sep-22,September,2022,Metrocity
I266070,C185774,Female,36,Cosmetics,2,81.32,Debit Card,18-Sep-22,September,2022,Metrocity
I197896,C227232,Male,53,Clothing,4,1200.32,Credit Card,19-Sep-22,September,2022,Metrocity
I177082,C264631,Male,50,Food & Beverage,3,15.69,Credit Card,20-Sep-22,September,2022,Mall of Istanbul
I182326,C205376,Male,64,Food & Beverage,1,5.23,Cash,21-Sep-22,September,2022,Metropol AVM
I285766,C161073,Female,44,Food & Beverage,1,5.23,Cash,22-Sep-22,September,2022,Kanyon
I327416,C322260,Male,42,Clothing,2,600.16,Credit Card,23-Sep-22,September,2022,Metropol AVM
I449724,C121211,Female,67,Clothing,4,1200.32,Debit Card,24-Sep-22,September,2022,Mall of Istanbul
I261996,C171987,Male,46,Food & Beverage,1,5.23,Credit Card,25-Sep-22,September,2022,Metrocity
I193095,C290363,Female,47,Cosmetics,5,203.3,Credit Card,26-Sep-22,September,2022,Mall of Istanbul
I242047,C379931,Female,50,Clothing,1,300.08,Credit Card,27-Sep-22,September,2022,Metrocity
I173444,C422499,Male,39,Books,2,30.3,Cash,28-Sep-22,September,2022,Metrocity
I262529,C475169,Male,31,Toys,4,143.36,Cash,29-Sep-22,September,2022,Metropol AVM
I248042,C198030,Female,28,Clothing,1,300.08,Debit Card,30-Sep-22,September,2022,Viaport Outlet
I487727,C162965,Male,68,Clothing,1,300.08,Cash,1-Oct-22,October,2022,Kanyon
I257855,C330282,Male,55,Clothing,2,600.16,Debit Card,2-Oct-22,October,2022,Metropol AVM
I210526,C199520,Female,58,Books,4,60.6,Debit Card,3-Oct-22,October,2022,Emaar Square Mall
I200558,C219393,Male,49,Technology,5,5250,Cash,4-Oct-22,October,2022,Istinye Park
I654306,C239813,Male,57,Shoes,4,2400.68,Credit Card,5-Oct-22,October,2022,Metropol AVM
I258460,C283880,Female,52,Toys,4,143.36,Credit Card,6-Oct-22,October,2022,Mall of Istanbul
I243264,C217948,Female,28,Shoes,1,600.17,Cash,7-Oct-22,October,2022,Metropol AVM
I151138,C170925,Female,47,Souvenir,5,58.65,Cash,8-Oct-22,October,2022,Metrocity
I247306,C465167,Female,46,Cosmetics,4,162.64,Cash,9-Oct-22,October,2022,Mall of Istanbul
I673195,C155697,Male,38,Souvenir,1,11.73,Cash,10-Oct-22,October,2022,Mall of Istanbul
I431780,C111981,Male,47,Cosmetics,5,203.3,Credit Card,11-Oct-22,October,2022,Metrocity
I323800,C107279,Female,23,Food & Beverage,3,15.69,Cash,12-Oct-22,October,2022,Mall of Istanbul
I939160,C895045,Male,38,Toys,2,71.68,Cash,13-Oct-22,October,2022,Kanyon
I351510,C160201,Male,48,Food & Beverage,3,15.69,Debit Card,14-Oct-22,October,2022,Zorlu Center
I119332,C278169,Male,48,Cosmetics,4,162.64,Cash,15-Oct-22,October,2022,Kanyon
I862119,C709743,Female,50,Food & Beverage,5,26.15,Cash,16-Oct-22,October,2022,Metrocity
I212519,C273931,Female,59,Toys,2,71.68,Debit Card,17-Oct-22,October,2022,Emaar Square Mall
I260086,C177500,Male,31,Technology,5,5250,Credit Card,18-Oct-22,October,2022,Kanyon
I165750,C392081,Male,27,Cosmetics,3,121.98,Credit Card,19-Oct-22,October,2022,Cevahir AVM
I297633,C311887,Female,35,Clothing,1,300.08,Cash,20-Oct-22,October,2022,Viaport Outlet
I152967,C744124,Female,44,Clothing,2,600.16,Credit Card,21-Oct-22,October,2022,Istinye Park
I160076,C550185,Male,47,Clothing,3,900.24,Cash,22-Oct-22,October,2022,Metrocity
I133922,C330413,Female,20,Food & Beverage,1,5.23,Debit Card,23-Oct-22,October,2022,Kanyon
I176514,C179590,Male,43,Toys,4,143.36,Credit Card,24-Oct-22,October,2022,Kanyon
I825155,C255999,Female,68,Clothing,2,600.16,Credit Card,25-Oct-22,October,2022,Metrocity
I271897,C204867,Male,52,Toys,2,71.68,Credit Card,26-Oct-22,October,2022,Viaport Outlet
I400888,C143471,Male,39,Cosmetics,5,203.3,Debit Card,27-Oct-22,October,2022,Zorlu Center
I323718,C102567,Male,29,Clothing,1,300.08,Cash,28-Oct-22,October,2022,Metrocity
I133821,C250146,Female,58,Cosmetics,2,81.32,Cash,29-Oct-22,October,2022,Zorlu Center
I134446,C661696,Female,53,Technology,5,5250,Cash,30-Oct-22,October,2022,Mall of Istanbul
I549884,C474588,Female,64,Food & Beverage,3,15.69,Debit Card,31-Oct-22,October,2022,Forum Istanbul
I112064,C203624,Male,24,Food & Beverage,1,5.23,Cash,1-Nov-22,November,2022,Kanyon
I352477,C320610,Male,65,Clothing,5,1500.4,Cash,2-Nov-22,November,2022,Kanyon
I267362,C144709,Female,23,Clothing,3,900.24,Credit Card,3-Nov-22,November,2022,Metropol AVM
I651687,C121513,Male,60,Toys,2,71.68,Cash,4-Nov-22,November,2022,Mall of Istanbul
I199027,C287970,Male,69,Clothing,2,600.16,Debit Card,5-Nov-22,November,2022,Mall of Istanbul
I204418,C329432,Male,18,Cosmetics,1,40.66,Credit Card,6-Nov-22,November,2022,Zorlu Center
I230057,C882218,Male,51,Cosmetics,5,203.3,Credit Card,7-Nov-22,November,2022,Metrocity
I219372,C176686,Female,37,Cosmetics,4,162.64,Cash,8-Nov-22,November,2022,Istinye Park
I257456,C632622,Female,59,Technology,3,3150,Debit Card,9-Nov-22,November,2022,Cevahir AVM
I225296,C198638,Male,24,Food & Beverage,3,15.69,Credit Card,10-Nov-22,November,2022,Viaport Outlet
I237248,C399332,Female,49,Technology,4,4200,Cash,11-Nov-22,November,2022,Mall of Istanbul
I228474,C271349,Male,43,Clothing,3,900.24,Debit Card,12-Nov-22,November,2022,Zorlu Center
I129050,C255079,Female,53,Technology,3,3150,Cash,13-Nov-22,November,2022,Metrocity
I242447,C170934,Female,29,Clothing,2,600.16,Cash,14-Nov-22,November,2022,Kanyon
I140537,C196044,Female,67,Cosmetics,2,81.32,Credit Card,15-Nov-22,November,2022,Mall of Istanbul
I810843,C179024,Female,41,Clothing,4,1200.32,Cash,16-Nov-22,November,2022,Metrocity
I335616,C191458,Female,50,Books,3,45.45,Cash,17-Nov-22,November,2022,Mall of Istanbul
I763903,C113451,Female,58,Clothing,2,600.16,Debit Card,18-Nov-22,November,2022,Zorlu Center
I203134,C302824,Male,26,Clothing,3,900.24,Cash,19-Nov-22,November,2022,Kanyon
I671317,C149082,Female,56,Cosmetics,5,203.3,Cash,20-Nov-22,November,2022,Mall of Istanbul
I173571,C675153,Female,56,Food & Beverage,4,20.92,Credit Card,21-Nov-22,November,2022,Kanyon
I192662,C238146,Male,55,Clothing,3,900.24,Credit Card,22-Nov-22,November,2022,Istinye Park
I907293,C617356,Male,68,Toys,4,143.36,Cash,23-Nov-22,November,2022,Mall of Istanbul
I296279,C298580,Male,59,Souvenir,1,11.73,Credit Card,24-Nov-22,November,2022,Zorlu Center
I780560,C604007,Female,33,Clothing,3,900.24,Cash,25-Nov-22,November,2022,Metropol AVM
I193565,C132871,Female,62,Cosmetics,4,162.64,Cash,26-Nov-22,November,2022,Kanyon
I233758,C325757,Female,61,Clothing,3,900.24,Cash,27-Nov-22,November,2022,Istinye Park
I978050,C176604,Female,39,Food & Beverage,5,26.15,Cash,28-Nov-22,November,2022,Mall of Istanbul
I574237,C255835,Male,35,Toys,3,107.52,Debit Card,29-Nov-22,November,2022,Metrocity
I218288,C227736,Female,48,Cosmetics,4,162.64,Credit Card,30-Nov-22,November,2022,Cevahir AVM
I920171,C212643,Female,54,Shoes,2,1200.34,Debit Card,1-Dec-22,December,2022,Mall of Istanbul
I321278,C226101,Male,18,Clothing,1,300.08,Credit Card,2-Dec-22,December,2022,Kanyon
I946492,C198219,Male,43,Technology,3,3150,Cash,3-Dec-22,December,2022,Istinye Park
I265839,C128031,Female,34,Clothing,4,1200.32,Debit Card,4-Dec-22,December,2022,Metrocity
I184859,C272792,Female,29,Clothing,4,1200.32,Cash,5-Dec-22,December,2022,Mall of Istanbul
I334188,C242616,Female,50,Souvenir,4,46.92,Cash,6-Dec-22,December,2022,Mall of Istanbul
I223615,C287773,Female,37,Clothing,2,600.16,Cash,7-Dec-22,December,2022,Mall of Istanbul
I750563,C174194,Female,34,Food & Beverage,3,15.69,Credit Card,8-Dec-22,December,2022,Metrocity
I283725,C991037,Female,37,Shoes,5,3000.85,Cash,9-Dec-22,December,2022,Mall of Istanbul
I190799,C108828,Male,37,Clothing,2,600.16,Credit Card,10-Dec-22,December,2022,Metrocity
I187927,C155238,Female,20,Food & Beverage,3,15.69,Cash,11-Dec-22,December,2022,Cevahir AVM
I132511,C151287,Female,25,Food & Beverage,2,10.46,Cash,12-Dec-22,December,2022,Istinye Park
I309833,C330352,Female,26,Cosmetics,3,121.98,Cash,13-Dec-22,December,2022,Metrocity
I292286,C644712,Female,61,Food & Beverage,5,26.15,Cash,14-Dec-22,December,2022,Kanyon
I280387,C190362,Female,50,Clothing,1,300.08,Cash,15-Dec-22,December,2022,Cevahir AVM
I116937,C276518,Female,39,Cosmetics,3,121.98,Credit Card,16-Dec-22,December,2022,Viaport Outlet
I156748,C536552,Male,21,Shoes,3,1800.51,Cash,17-Dec-22,December,2022,Emaar Square Mall
I888064,C275917,Female,38,Cosmetics,4,162.64,Cash,18-Dec-22,December,2022,Kanyon
I276626,C330584,Female,56,Shoes,4,2400.68,Credit Card,19-Dec-22,December,2022,Mall of Istanbul
I133952,C233646,Female,50,Books,5,75.75,Cash,20-Dec-22,December,2022,Mall of Istanbul
I277194,C207954,Female,67,Souvenir,4,46.92,Debit Card,21-Dec-22,December,2022,Metrocity
I841597,C196056,Female,22,Clothing,2,600.16,Credit Card,22-Dec-22,December,2022,Istinye Park
I273164,C213995,Male,62,Clothing,2,600.16,Credit Card,23-Dec-22,December,2022,Mall of Istanbul
I320504,C765010,Female,68,Food & Beverage,5,26.15,Credit Card,24-Dec-22,December,2022,Kanyon
I325460,C321916,Female,64,Food & Beverage,5,26.15,Credit Card,25-Dec-22,December,2022,Istinye Park
I176043,C239532,Female,19,Books,2,30.3,Cash,26-Dec-22,December,2022,Cevahir AVM
I203526,C440342,Female,30,Clothing,1,300.08,Debit Card,27-Dec-22,December,2022,Mall of Istanbul
I337611,C137689,Female,35,Shoes,4,2400.68,Debit Card,28-Dec-22,December,2022,Emaar Square Mall
I332809,C469535,Female,51,Clothing,1,300.08,Cash,29-Dec-22,December,2022,Istinye Park
I196861,C310188,Female,23,Toys,2,71.68,Credit Card,30-Dec-22,December,2022,Mall of Istanbul
I311320,C289977,Male,18,Toys,5,179.2,Debit Card,31-Dec-22,December,2022,Metrocity
I137236,C105862,Female,18,Cosmetics,2,81.32,Debit Card,1-Jan-23,January,2023,Emaar Square Mall
I198802,C261711,Female,29,Food & Beverage,2,10.46,Cash,2-Jan-23,January,2023,Mall of Istanbul
I325531,C273903,Female,48,Books,2,30.3,Credit Card,3-Jan-23,January,2023,Metrocity
I235853,C132093,Male,63,Toys,3,107.52,Cash,4-Jan-23,January,2023,Kanyon
I782749,C430623,Female,26,Souvenir,3,35.19,Credit Card,5-Jan-23,January,2023,Mall of Istanbul
I262474,C190938,Female,25,Clothing,4,1200.32,Debit Card,6-Jan-23,January,2023,Forum Istanbul
I953752,C338765,Male,38,Clothing,5,1500.4,Cash,7-Jan-23,January,2023,Kanyon
I179301,C507408,Male,23,Shoes,4,2400.68,Credit Card,8-Jan-23,January,2023,Mall of Istanbul
I298561,C545317,Female,69,Toys,1,35.84,Cash,9-Jan-23,January,2023,Istinye Park
I184490,C120404,Female,33,Toys,3,107.52,Credit Card,10-Jan-23,January,2023,Emaar Square Mall
I229390,C246959,Female,54,Souvenir,3,35.19,Cash,11-Jan-23,January,2023,Kanyon
I235821,C826270,Female,42,Food & Beverage,3,15.69,Debit Card,12-Jan-23,January,2023,Istinye Park
I225155,C267019,Female,55,Shoes,5,3000.85,Cash,13-Jan-23,January,2023,Metropol AVM
I942018,C267120,Female,51,Clothing,4,1200.32,Debit Card,14-Jan-23,January,2023,Mall of Istanbul
I312066,C291860,Male,54,Food & Beverage,5,26.15,Credit Card,15-Jan-23,January,2023,Metropol AVM
I266425,C132340,Male,35,Clothing,1,300.08,Cash,16-Jan-23,January,2023,Cevahir AVM
I218472,C236084,Female,57,Clothing,3,900.24,Debit Card,17-Jan-23,January,2023,Kanyon
I265212,C280123,Female,41,Cosmetics,5,203.3,Cash,18-Jan-23,January,2023,Mall of Istanbul
I207003,C294773,Female,66,Clothing,1,300.08,Debit Card,19-Jan-23,January,2023,Metrocity
I108125,C204887,Female,44,Souvenir,5,58.65,Cash,20-Jan-23,January,2023,Metrocity
I115607,C667578,Male,32,Clothing,4,1200.32,Credit Card,21-Jan-23,January,2023,Forum Istanbul
I983925,C198062,Male,36,Cosmetics,3,121.98,Cash,22-Jan-23,January,2023,Metrocity
I299483,C267617,Male,38,Clothing,2,600.16,Cash,23-Jan-23,January,2023,Metrocity
I115856,C326318,Male,32,Cosmetics,3,121.98,Cash,24-Jan-23,January,2023,Kanyon
I270947,C830754,Female,25,Food & Beverage,4,20.92,Credit Card,25-Jan-23,January,2023,Viaport Outlet
I233823,C822715,Male,60,Food & Beverage,4,20.92,Credit Card,26-Jan-23,January,2023,Kanyon
I301321,C106775,Female,68,Clothing,5,1500.4,Credit Card,27-Jan-23,January,2023,Metropol AVM
I139837,C184990,Male,67,Souvenir,3,35.19,Credit Card,28-Jan-23,January,2023,Mall of Istanbul
I284663,C182235,Female,67,Clothing,3,900.24,Credit Card,29-Jan-23,January,2023,Emaar Square Mall
I143821,C327130,Female,67,Cosmetics,1,40.66,Credit Card,30-Jan-23,January,2023,Metrocity
I246032,C833582,Female,39,Food & Beverage,2,10.46,Credit Card,31-Jan-23,January,2023,Mall of Istanbul
I271880,C159246,Female,58,Toys,5,179.2,Cash,1-Feb-23,February,2023,Metrocity
I292522,C155256,Male,57,Clothing,1,300.08,Credit Card,2-Feb-23,February,2023,Cevahir AVM
I196500,C287934,Female,64,Clothing,5,1500.4,Credit Card,3-Feb-23,February,2023,Mall of Istanbul
I237866,C297260,Male,31,Shoes,5,3000.85,Credit Card,4-Feb-23,February,2023,Metropol AVM
I135969,C144442,Female,26,Clothing,5,1500.4,Cash,5-Feb-23,February,2023,Zorlu Center
I732112,C159632,Female,63,Food & Beverage,2,10.46,Cash,6-Feb-23,February,2023,Cevahir AVM
I251728,C809067,Female,68,Cosmetics,5,203.3,Credit Card,7-Feb-23,February,2023,Forum Istanbul
